driver,lap_number,lap_time,position,race,aggressiveness,defensive_ability,stamina,total_overtakes,weather
Lewis Hamilton,48.0,89.821,1.0,Great Britain,0.92,0.84,0.92,0.0,Partly cloudy
Lewis Hamilton,49.0,90.12,1.0,Great Britain,0.92,0.84,0.92,0.0,Partly cloudy
Lewis Hamilton,50.0,91.081,1.0,Great Britain,0.92,0.84,0.92,0.0,Partly cloudy
Lewis Hamilton,51.0,92.185,1.0,Great Britain,0.92,0.84,0.92,0.0,Partly cloudy
Lewis Hamilton,52.0,115.484,1.0,Great Britain,0.92,0.84,0.92,0.0,Partly cloudy
Max Verstappen,1.0,96.913,4.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,2.0,126.326,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,5.0,138.752,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,6.0,91.959,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,7.0,92.018,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,8.0,91.374,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,9.0,91.46,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,10.0,91.143,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,11.0,91.204,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,12.0,91.181,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,13.0,128.84,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,18.0,141.921,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,19.0,92.334,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,20.0,91.096,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,21.0,90.83,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,22.0,90.503,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,23.0,90.746,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,24.0,91.03,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,25.0,90.376,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,26.0,90.415,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,27.0,90.617,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,28.0,90.447,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,29.0,90.633,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,30.0,90.417,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,31.0,89.986,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,32.0,90.101,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,33.0,89.801,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,34.0,89.783,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,35.0,90.18,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,36.0,89.917,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,37.0,90.065,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,38.0,90.24,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,39.0,90.005,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,40.0,89.985,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,41.0,89.07,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,42.0,89.389,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,43.0,89.819,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,44.0,89.671,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,45.0,89.355,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,46.0,90.046,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,47.0,89.728,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,48.0,89.572,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,49.0,89.675,3.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,50.0,91.697,2.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,51.0,111.712,2.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Max Verstappen,52.0,87.097,2.0,Great Britain,0.94,0.97,0.68,0.0,Partly cloudy
Charles Leclerc,1.0,97.904,5.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,2.0,127.127,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,3.0,149.468,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,5.0,138.18,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,6.0,93.695,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,7.0,92.95,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,8.0,92.248,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,9.0,92.519,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,10.0,92.319,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,11.0,92.183,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,12.0,97.226,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,13.0,126.304,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,18.0,141.492,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,19.0,93.614,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,20.0,92.336,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,21.0,91.866,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,22.0,91.418,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,23.0,91.547,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,24.0,91.897,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,25.0,91.421,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,26.0,91.463,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,27.0,91.589,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,28.0,91.378,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,29.0,91.448,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,30.0,91.322,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,31.0,91.644,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,32.0,91.249,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,33.0,91.201,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,34.0,91.007,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,35.0,91.807,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,36.0,91.194,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,37.0,90.93,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,38.0,90.79,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,39.0,90.46,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,40.0,90.596,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,41.0,90.104,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,42.0,90.219,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,43.0,90.512,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,44.0,90.312,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,45.0,90.196,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,46.0,89.981,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,47.0,90.068,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,48.0,90.84,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,49.0,89.813,4.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,50.0,90.763,3.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,51.0,90.447,3.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Charles Leclerc,52.0,92.506,3.0,Great Britain,0.91,0.81,0.6,0.0,Partly cloudy
Daniel Ricciardo,1.0,99.264,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,2.0,128.887,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,3.0,148.982,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,5.0,134.328,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,6.0,94.179,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,7.0,94.135,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,8.0,93.025,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,9.0,93.183,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,10.0,93.062,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,11.0,92.789,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,12.0,98.651,5.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,13.0,146.815,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,14.0,128.688,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,18.0,137.817,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,19.0,95.36,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,20.0,93.359,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,21.0,92.56,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,22.0,92.125,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,23.0,92.44,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,24.0,92.182,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,25.0,92.618,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,26.0,92.433,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,27.0,91.952,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,28.0,91.851,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,29.0,91.681,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,30.0,91.454,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,31.0,91.31,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,32.0,91.56,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,33.0,91.035,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,34.0,91.139,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,35.0,91.473,8.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,36.0,90.749,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,37.0,90.603,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,38.0,90.353,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,39.0,90.179,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,40.0,90.161,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,41.0,89.95,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,42.0,90.062,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,43.0,90.53,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,44.0,90.119,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,45.0,89.973,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,46.0,90.077,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,47.0,90.015,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,48.0,90.005,7.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,49.0,89.482,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,50.0,89.858,6.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,51.0,89.783,4.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Daniel Ricciardo,52.0,89.766,4.0,Great Britain,0.9,0.84,0.79,0.0,Partly cloudy
Lando Norris,1.0,99.921,8.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,2.0,129.723,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,3.0,149.223,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,5.0,133.298,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,6.0,94.741,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,7.0,94.278,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,8.0,93.053,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,9.0,93.414,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,10.0,93.164,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,11.0,92.759,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,12.0,99.733,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,13.0,146.132,9.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,14.0,128.388,8.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,18.0,136.924,8.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,19.0,94.515,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,20.0,93.129,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,21.0,92.513,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,22.0,92.152,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,23.0,92.597,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,24.0,92.042,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,25.0,92.065,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,26.0,92.075,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,27.0,92.107,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,28.0,91.646,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,29.0,91.481,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,30.0,91.648,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,31.0,91.436,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,32.0,91.343,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,33.0,91.262,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,34.0,90.975,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,35.0,91.281,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,36.0,90.854,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,37.0,90.6,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,38.0,90.427,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,39.0,90.347,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,40.0,90.516,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,41.0,90.058,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,42.0,90.177,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,43.0,90.209,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,44.0,90.244,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,45.0,90.096,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,46.0,90.291,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,47.0,90.166,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,48.0,90.058,6.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,49.0,91.173,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,50.0,90.578,7.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,51.0,90.379,5.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Lando Norris,52.0,90.142,5.0,Great Britain,0.9,0.93,0.57,0.0,Partly cloudy
Esteban Ocon,1.0,100.838,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,2.0,131.306,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,3.0,149.09,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,5.0,131.098,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,6.0,95.286,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,7.0,94.678,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,8.0,93.41,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,9.0,93.456,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,10.0,93.179,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,11.0,93.077,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,12.0,99.896,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,13.0,146.626,11.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,14.0,129.398,11.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,18.0,133.141,11.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,19.0,94.664,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,20.0,93.728,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,21.0,92.783,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,22.0,92.445,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,23.0,92.043,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,24.0,92.379,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,25.0,92.467,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,26.0,92.588,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,27.0,91.845,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,28.0,91.796,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,29.0,91.793,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,30.0,91.88,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,31.0,91.493,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,32.0,91.159,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,33.0,91.403,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,34.0,91.284,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,35.0,91.479,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,36.0,91.359,10.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,37.0,91.01,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,38.0,90.831,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,39.0,90.705,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,40.0,90.627,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
Esteban Ocon,41.0,90.875,9.0,Great Britain,0.91,0.86,0.58,0.0,Partly cloudy
